DATE,PARTY NAME,TYPE,GM,NECK,Quantity
12/11/2022,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,125
12/11/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,125
12/11/2022,HINDUSTAN BEVERAGES,PET PREFORM,18.6,ALASKA,200
12/11/2022,HINDUSTAN BEVERAGES,PET PREFORM,12.6,ALASKA,25
12/11/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,300
12/11/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,600
12/11/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,300
12/11/2022,KATYAYANI AQUA,PET PREFORM,18.6,ALASKA,250
12/11/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,500
12/11/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,500
12/11/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,200
14/11/2022,VINAYAK ENTERPRISES BYPASS,PET PREFORM,32,ALASKA,300
14/11/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,1000
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.9,ALASKA,200
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,700
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.6,ALASKA,500
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,100
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,100
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.6,ALASKA,500
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,500
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.6,ALASKA,300
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,200
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,200
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,600
15/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,250
15/11/2022,SIDDHIVINAYAK BEVERAGES,PET PREFORM,18.6,ALASKA,500
15/11/2022,SIDDHIVINAYAK BEVERAGES,PET PREFORM,12.6,ALASKA,125
15/11/2022,SIDDHIVINAYAK BEVERAGES,PET PREFORM,8.9,ALASKA,125
15/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,800
15/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,400
15/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,200
15/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,400
17/11/2022,SOHANI ENTERPRISES,PET PREFORM,18.6,ALASKA,650
17/11/2022,SOHANI ENTERPRISES,PET PREFORM,13.6,ALASKA,150
17/11/2022,GATI EVENTS AND MARKETING,PET PREFORM,32,ALASKA,100
17/11/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,700
17/11/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,200
18/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,125
18/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,500
18/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,500
18/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,400
18/11/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,250
18/11/2022,NOESIS BUSINESS,PET PREFORM,8.9,ALASKA,250
18/11/2022,SKM PET BLOWERS,PET PREFORM,18.6,ALASKA,250
19/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,300
19/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,600
19/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,300
19/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200
19/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,300
19/11/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,700
19/11/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,500
22/11/2022,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,375
22/11/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,250
22/11/2022,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,250
22/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,400
22/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,400
22/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,400
22/11/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,300
23/11/2022,HINDUSTAN BEVERAGES,PET PREFORM,18.6,ALASKA,200
23/11/2022,HINDUSTAN BEVERAGES,PET PREFORM,13.6,ALASKA,50
23/11/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,500
23/11/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,400
23/11/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,300
24/11/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,500
24/11/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,400
24/11/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,300
24/11/2022,M P AQUATECH,PET PREFORM,8.6,ALASKA,400
24/11/2022,M P AQUATECH,PET PREFORM,18.6,ALASKA,400
24/11/2022,M P AQUATECH,PET PREFORM,32,ALASKA,200
25/11/2022,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,450
25/11/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,425
25/11/2022,NOESIS BUSINESS,PET PREFORM,13.6,ALASKA,125
26/11/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,600
26/11/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,400
26/11/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,400
26/11/2022,SIDDHIVINAYAK BEVERAGES,PET PREFORM,8.9,ALASKA,150
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.6,ALASKA,750
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.6,ALASKA,500
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,100
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.6,ALASKA,300
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.9,ALASKA,125
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.6,ALASKA,300
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.6,ALASKA,300
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,200
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,100
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,100
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.6,ALASKA,300
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.6,ALASKA,300
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,200
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,100
28/11/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,100
28/11/2022,SKM PET BLOWERS,PET PREFORM,8.6,ALASKA,250
28/11/2022,SKM PET BLOWERS,PET PREFORM,9.6,ALASKA,50
29/11/2022,AMAR AGENCY,PET PREFORM,8.6,ALASKA,500
30/11/2022,SOHANI ENTERPRISES,PET PREFORM,18.6,ALASKA,250
30/11/2022,SOHANI ENTERPRISES,PET PREFORM,13.6,ALASKA,250
30/11/2022,SKM PET BLOWERS,PET PREFORM,18.6,ALASKA,250
01/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,200
01/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,500
01/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,200
01/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,500
01/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,100
01/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,150
02/12/2022,SIDDHIVINAYAK BEVERAGES,PET PREFORM,18.6,ALASKA,625
02/12/2022,SIDDHIVINAYAK BEVERAGES,PET PREFORM,12.6,ALASKA,250
02/12/2022,SIDDHIVINAYAK BEVERAGES,PET PREFORM,8.6,ALASKA,125
02/12/2022,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,250
02/12/2022,KATYAYANI AQUA,PET PREFORM,18.6,ALASKA,200
02/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,500
02/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,300
02/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,200
02/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,100
02/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,400
03/12/2022,AMAR AGENCY,PET PREFORM,8.6,ALASKA,500
03/12/2022,NARMADA ENERGY DRINKS,PET PREFORM,18.6,ALASKA,375
03/12/2022,NARMADA ENERGY DRINKS,PET PREFORM,13.6,ALASKA,375
03/12/2022,NARMADA ENERGY DRINKS,PET PREFORM,9.6,ALASKA,375
03/12/2022,NARMADA ENERGY DRINKS,PET PREFORM,32,ALASKA,375
03/12/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,600
03/12/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,400
03/12/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,500
04/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,400
04/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,200
04/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,200
04/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,400
04/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,300
04/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,200
05/12/2022,HINDUSTAN BEVERAGES,PET PREFORM,18.6,ALASKA,200
06/12/2022,GATI EVENTS AND MARKETING,PET PREFORM,13.6,ALASKA,75
06/12/2022,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,200
06/12/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,300
06/12/2022,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,32,ALASKA,100
06/12/2022,SKM PET BLOWERS,PET PREFORM,18.6,ALASKA,300
06/12/2022,SKM PET BLOWERS,PET PREFORM,8.6,ALASKA,50
08/12/2022,SOHANI ENTERPRISES,PET PREFORM,18.6,ALASKA,500
08/12/2022,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,250
09/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.6,ALASKA,500
09/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.6,ALASKA,700
09/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.6,ALASKA,375
09/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,400
09/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,400
09/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,125
09/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.6,ALASKA,200
09/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,400
09/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.6,ALASKA,400
09/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,300
09/12/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,500
09/12/2022,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,100
09/12/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,125
10/12/2022,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,400
10/12/2022,SKM PET BLOWERS,PET PREFORM,18.6,ALASKA,425
10/12/2022,SKM PET BLOWERS,PET PREFORM,8.6,ALASKA,75
10/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,300
10/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,300
10/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,300
10/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,400
10/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,300
10/12/2022,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,100
12/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,400
12/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,600
12/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,500
12/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,300
12/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,200
12/12/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,500
12/12/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,500
12/12/2022,GATI EVENTS AND MARKETING,PET PREFORM,8.6,ALASKA,75
13/12/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,500
13/12/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,500
14/12/2022,HINDUSTAN BEVERAGES,PET PREFORM,18.6,ALASKA,200
14/12/2022,HINDUSTAN BEVERAGES,PET PREFORM,12.6,ALASKA,50
14/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,700
14/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,400
14/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,200
14/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200
14/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200
15/12/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,700
15/12/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,500
16/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,500
16/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,300
16/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,500
16/12/2022,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,32,ALASKA,100
16/12/2022,SIDDHIVINAYAK BEVERAGES,PET PREFORM,18.6,ALASKA,625
16/12/2022,SIDDHIVINAYAK BEVERAGES,PET PREFORM,9.6,ALASKA,125
17/12/2022,NARMADA ENERGY DRINKS,PET PREFORM,8.6,ALASKA,1250
19/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,500
19/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,300
19/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,400
19/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,200
19/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200
19/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,400
19/12/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,375
19/12/2022,NOESIS BUSINESS,PET PREFORM,13.6,ALASKA,125
19/12/2022,GATI EVENTS AND MARKETING,PET PREFORM,8.6,ALASKA,125
20/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,600
20/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,300
20/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,400
20/12/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,400
20/12/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,500
20/12/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,300
22/12/2022,SOHANI ENTERPRISES,PET PREFORM,18.6,ALASKA,500
22/12/2022,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,250
22/12/2022,SKM PET BLOWERS,PET PREFORM,18.6,ALASKA,125
22/12/2022,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,125
22/12/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,400
22/12/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,400
22/12/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,400
22/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,600
22/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,300
22/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,300
22/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,100
22/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,300
23/12/2022,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,250
23/12/2022,SKM PET BLOWERS,PET PREFORM,18.6,ALASKA,250
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.6,ALASKA,600
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.6,ALASKA,300
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,400
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.6,ALASKA,900
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.6,ALASKA,200
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,200
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.6,ALASKA,500
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,400
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.6,ALASKA,500
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,200
23/12/2022,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,300
23/12/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,500
23/12/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,300
23/12/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,400
26/12/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,250
26/12/2022,NOESIS BUSINESS,PET PREFORM,13.6,ALASKA,125
26/12/2022,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,125
26/12/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,400
26/12/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,400
26/12/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,200
27/12/2022,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,250
27/12/2022,SKM PET BLOWERS,PET PREFORM,18.6,ALASKA,250
27/12/2022,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,13.6,ALASKA,25
28/12/2022,KATYAYANI AQUA,PET PREFORM,18.6,ALASKA,200
28/12/2022,SKM PET BLOWERS,PET PREFORM,8.6,ALASKA,125
28/12/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,400
28/12/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,300
28/12/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,300
29/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,800
29/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,600
29/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,200
29/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,200
29/12/2022,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,200
29/12/2022,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,500
29/12/2022,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,500
29/12/2022,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,400
30/12/2022,VINAYAK ENTERPRISES BYPASS,PET PREFORM,32,ALASKA,300
30/12/2022,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,125
30/12/2022,NOESIS BUSINESS,PET PREFORM,13.6,ALASKA,125
30/12/2022,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,250
02/01/2023,SOHANI ENTERPRISES,PET PREFORM,18.6,ALASKA,750
02/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,400
02/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,400
02/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,400
02/01/2023,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,400
02/01/2023,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,300
02/01/2023,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,300
03/01/2023,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,34,ALASKA,100
03/01/2023,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,13.6,ALASKA,75
03/01/2023,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,12.6,ALASKA,25
03/01/2023,HINDUSTAN BEVERAGES,PET PREFORM,18.6,ALASKA,200
03/01/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,425
03/01/2023,SKM PET BLOWERS,PET PREFORM,8.6,ALASKA,75
05/01/2023,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,200
05/01/2023,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,200
05/01/2023,NOESIS BUSINESS,PET PREFORM,12.6,ALASKA,100
05/01/2023,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,400
05/01/2023,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,300
05/01/2023,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,300
05/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,500
05/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,400
05/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,300
05/01/2023,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,200
05/01/2023,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,400
05/01/2023,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,600
06/01/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,18.6,ALASKA,500
06/01/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,12.6,ALASKA,175
06/01/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,9.6,ALASKA,325
06/01/2023,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,200
06/01/2023,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,400
06/01/2023,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,500
06/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,500
06/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,400
06/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,300
06/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,400
06/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,100
06/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,300
07/01/2023,SKM PET BLOWERS,PET PREFORM,8.6,ALASKA,125
07/01/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,375
07/01/2023,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,125
07/01/2023,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,125
10/01/2023,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,13.6,ALASKA,50
10/01/2023,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,9.6,ALASKA,150
10/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,8.6,ALASKA,400
10/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,9.6,ALASKA,250
10/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,12.6,ALASKA,250
10/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,18.6,ALASKA,300
10/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,32,ALASKA,400
10/01/2023,MASAR BEVERAGES     RAU,PET PREFORM,34,ALASKA,400
11/01/2023,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,375
11/01/2023,SOHANI ENTERPRISES,PET PREFORM,18.6,ALASKA,375
11/01/2023,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,400
11/01/2023,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,200
11/01/2023,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,500
11/01/2023,NARMADA ENERGY DRINKS,PET PREFORM,18.6,ALASKA,1250
12/01/2023,KATYAYANI AQUA,PET PREFORM,18.6,ALASKA,200
12/01/2023,NOESIS BUSINESS,PET PREFORM,18.6,ALASKA,200
12/01/2023,NOESIS BUSINESS,PET PREFORM,8.6,ALASKA,375
13/01/2023,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,32,ALASKA,100
13/01/2023,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,8.6,ALASKA,25
13/01/2023,HINDUSTAN BEVERAGES,PET PREFORM,18.6,ALASKA,150
13/01/2023,HINDUSTAN BEVERAGES,PET PREFORM,13.6,ALASKA,50
13/01/2023,SKM PET BLOWERS,PET PREFORM,18.6,ALASKA,250
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.6,ALASKA,200
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.6,ALASKA,200
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,200
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.6,ALASKA,200
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,400
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,300
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.6,ALASKA,800
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,13.6,ALASKA,200
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,500
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.6,ALASKA,700
17/01/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,300
17/01/2023,RAHAMAT PACKAGING,PET PREFORM,18.6,ALASKA,400
17/01/2023,RAHAMAT PACKAGING,PET PREFORM,12.6,ALASKA,300
17/01/2023,RAHAMAT PACKAGING,PET PREFORM,8.6,ALASKA,300
