DATE,PARTY NAME,TYPE,GM,NECK,Quantity,GROSS AMOUNT TRADE DIS.
24/09/2023,GUNVI GLOBAL PRIVATE,PET BOTTLE SQ,8.55,ALASKA,312,041
24/09/2023,GUNVI GLOBAL PRIVATE,PET BOTTLE ROUND,500,ALASKA,190,
24/09/2023,M P AQUATECH,PET PREFORM,8.45,ALASKA,700,8.45GMs(ALASKA)28MM
24/09/2023,M P AQUATECH,PET PREFORM,18.2,ALASKA,1100,GMs(ALASKA)28MM
24/09/2023,M P AQUATECH,PET PREFORM,32,ALASKA,600,(ALASKA)28MM
24/09/2023,M P AQUATECH,PET PREFORM,34,ALASKA,600,(AKASKA)28MM
24/09/2023,M P AQUATECH,PET PREFORM,9.8,ALASKA,100,9.8Gms(ALASKA)28MM
24/09/2023,M P AQUATECH,PET PREFORM,12.6,ALASKA,400,12.6GMs(ALASKA)28mm
24/09/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,150,12.6GMs(ALASKA)28mm
24/09/2023,SKM PET BLOWERS,PET PREFORM,18.2,ALASKA,200,GMs(ALASKA)28MM
24/09/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,18.2,ALASKA,1050,GMs(ALASKA)28MM
24/09/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,12.6,ALASKA,325,12.6GMs(ALASKA)28mm
25/09/2023,HINDUSTAN BEVERAGES,PET PREFORM,18.2,ALASKA,150,GMs(ALASKA)28MM
25/09/2023,HINDUSTAN BEVERAGES,PET PREFORM,12.6,ALASKA,50,12.6GMs(ALASKA)28mm
28/09/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,250,12.6GMs(ALASKA)28mm
28/09/2023,SKM PET BLOWERS,PET PREFORM,18.2,ALASKA,100,GMs(ALASKA)28MM
28/09/2023,SNEH FOODS & PACKAGING,PET BOTTLE SQ,8.55,ALASKA,14066,041
29/09/2023,MASAR BEVERAGES,PET PREFORM,8.45,ALASKA,400,8.45GMs(ALASKA)28MM
29/09/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,500,12.6GMs(ALASKA)28mm
29/09/2023,MASAR BEVERAGES,PET PREFORM,9.8,ALASKA,200,9.8Gms(ALASKA)28MM
29/09/2023,MASAR BEVERAGES,PET PREFORM,18.2,ALASKA,1000,GMs(ALASKA)28MM
29/09/2023,MASAR BEVERAGES,PET PREFORM,32,ALASKA,400,(ALASKA)28MM
29/09/2023,MASAR BEVERAGES,PET PREFORM,34,ALASKA,300,(AKASKA)28MM
30/09/2023,MASAR BEVERAGES,PET PREFORM,8.45,ALASKA,200,8.45GMs(ALASKA)28MM
30/09/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,300,12.6GMs(ALASKA)28mm
30/09/2023,MASAR BEVERAGES,PET PREFORM,9.8,ALASKA,300,9.8Gms(ALASKA)28MM
30/09/2023,MASAR BEVERAGES,PET PREFORM,18.2,ALASKA,500,GMs(ALASKA)28MM
30/09/2023,MASAR BEVERAGES,PET PREFORM,32,ALASKA,200,(ALASKA)28MM
30/09/2023,MASAR BEVERAGES,PET PREFORM,34,ALASKA,200,(AKASKA)28MM
30/09/2023,MASAR BEVERAGES,PET PREFORM,8.45,ALASKA,200,8.45GMs(ALASKA)28MM
30/09/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,200,12.6GMs(ALASKA)28mm
30/09/2023,MASAR BEVERAGES,PET PREFORM,18.2,ALASKA,300,GMs(ALASKA)28MM
30/09/2023,MASAR BEVERAGES,PET PREFORM,32,ALASKA,300,(ALASKA)28MM
30/09/2023,MASAR BEVERAGES,PET PREFORM,34,ALASKA,100,(AKASKA)28MM
02/10/2023,SOHANI ENTERPRISES,PET PREFORM,18.2,ALASKA,625,GMs(ALASKA)28MM
02/10/2023,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,125,12.6GMs(ALASKA)28mm
02/10/2023,KATYAYANI AQUA,PET PREFORM,18.2,ALASKA,250,GMs(ALASKA)28MM
02/10/2023,KATYAYANI AQUA,PET PREFORM,12.6,ALASKA,100,12.6GMs(ALASKA)28mm
02/10/2023,GUNVI GLOBAL PRIVATE,PET BOTTLE SQ,18,ALASKA,7875,
02/10/2023,GUNVI GLOBAL PRIVATE,PET BOTTLE SQ,8.55,ALASKA,1872,041
03/10/2023,ANUJ INDUSTRIES     INDORE,PET PREFORM,80,ALASKA,160 KG,
03/10/2023,ANUJ INDUSTRIES     INDORE,PET PREFORM,9.8,ALASKA,200,9.8Gms(ALASKA)28MM
03/10/2023,ANUJ INDUSTRIES     INDORE,PET PREFORM,8.45,ALASKA,50,8.45GMs(ALASKA)28MM
03/10/2023,NARMADA ENERGY DRINKS,PET PREFORM,18.2,ALASKA,2500,GMs(ALASKA)28MM
03/10/2023,SNEH FOODS & PACKAGING,PET BOTTLE SQ,18,ALASKA,4500,
03/10/2023,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,32,ALASKA,100,(ALASKA)28MM
04/10/2023,NOESIS BUSINESS,PET PREFORM,18.2,ALASKA,200,GMs(ALASKA)28MM
04/10/2023,NOESIS BUSINESS,PET PREFORM,8.45,ALASKA,175,8.45GMs(ALASKA)28MM
04/10/2023,NOESIS BUSINESS,PET PREFORM,12.6,ALASKA,125,12.6GMs(ALASKA)28mm
04/10/2023,VINAYAK ENTERPRISES NEMAWAR,PET PREFORM,32,ALASKA,250,(ALASKA)28MM
04/10/2023,HINDUSTAN BEVERAGES,PET PREFORM,18.2,ALASKA,100,GMs(ALASKA)28MM
04/10/2023,SKM PET BLOWERS,PET PREFORM,18.2,ALASKA,350,GMs(ALASKA)28MM
04/10/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,9.8,ALASKA,175,9.8Gms(ALASKA)28MM
07/10/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,18.2,ALASKA,500,GMs(ALASKA)28MM
07/10/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,12.6,ALASKA,375,12.6GMs(ALASKA)28mm
07/10/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,1000,12.6GMs(ALASKA)28mm
07/10/2023,MASAR BEVERAGES,PET PREFORM,18.2,ALASKA,750,GMs(ALASKA)28MM
09/10/2023,NOESIS BUSINESS,PET PREFORM,18.2,ALASKA,200,GMs(ALASKA)28MM
09/10/2023,NOESIS BUSINESS,PET PREFORM,8.45,ALASKA,125,8.45GMs(ALASKA)28MM
09/10/2023,NOESIS BUSINESS,PET PREFORM,12.6,ALASKA,175,12.6GMs(ALASKA)28mm
09/10/2023,SKM PET BLOWERS,PET PREFORM,18.2,ALASKA,250,GMs(ALASKA)28MM
09/10/2023,SKM PET BLOWERS,PET PREFORM,8.45,ALASKA,125,8.45GMs(ALASKA)28MM
09/10/2023,MASAR BEVERAGES,PET PREFORM,18.2,ALASKA,250,GMs(ALASKA)28MM
09/10/2023,MASAR BEVERAGES,PET PREFORM,9.8,ALASKA,300,9.8Gms(ALASKA)28MM
09/10/2023,MASAR BEVERAGES,PET PREFORM,34,ALASKA,600,(AKASKA)28MM
09/10/2023,MASAR BEVERAGES,PET PREFORM,32,ALASKA,500,(ALASKA)28MM
12/10/2023,TIRUPATI FOOD AND BEVERAGES,PET PREFORM,32,ALASKA,100,(ALASKA)28MM
12/10/2023,HINDUSTAN BEVERAGES,PET PREFORM,18.2,ALASKA,150,GMs(ALASKA)28MM
12/10/2023,HINDUSTAN BEVERAGES,PET PREFORM,12.6,ALASKA,50,12.6GMs(ALASKA)28mm
12/10/2023,NOESIS BUSINESS,PET PREFORM,18.2,ALASKA,300,GMs(ALASKA)28MM
12/10/2023,NOESIS BUSINESS,PET PREFORM,12.6,ALASKA,300,12.6GMs(ALASKA)28mm
12/10/2023,NOESIS BUSINESS,PET PREFORM,8.45,ALASKA,250,8.45GMs(ALASKA)28MM
12/10/2023,SNEH FOODS & PACKAGING,PET BOTTLE SQ,8.55,ALASKA,12480,041
12/10/2023,SNEH FOODS & PACKAGING,PET BOTTLE ROUND,500,ALASKA,1900,
12/10/2023,MASAR BEVERAGES,PET PREFORM,8.45,ALASKA,400,8.45GMs(ALASKA)28MM
12/10/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,800,12.6GMs(ALASKA)28mm
12/10/2023,MASAR BEVERAGES,PET PREFORM,18.2,ALASKA,1200,GMs(ALASKA)28MM
12/10/2023,MASAR BEVERAGES,PET PREFORM,32,ALASKA,200,(ALASKA)28MM
12/10/2023,MASAR BEVERAGES,PET PREFORM,34,ALASKA,600,(AKASKA)28MM
12/10/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,375,12.6GMs(ALASKA)28mm
12/10/2023,VINAYAK ENTERPRISES NEMAWAR,PET PREFORM,32,ALASKA,250,(ALASKA)28MM
13/10/2023,SOHANI ENTERPRISES,PET PREFORM,18.2,ALASKA,625,GMs(ALASKA)28MM
13/10/2023,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,125,12.6GMs(ALASKA)28mm
14/10/2023,NOESIS BUSINESS,PET BOTTLES,32,ALASKA,1440,11
14/10/2023,NOESIS BUSINESS,PET BOTTLE ROUND,500,ALASKA,7980,
14/10/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,400,12.6GMs(ALASKA)28mm
14/10/2023,MASAR BEVERAGES,PET PREFORM,32,ALASKA,200,(ALASKA)28MM
17/10/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,250,12.6GMs(ALASKA)28mm
17/10/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,18.2,ALASKA,875,GMs(ALASKA)28MM
17/10/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,12.6,ALASKA,375,12.6GMs(ALASKA)28mm
17/10/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,9.8,ALASKA,125,9.8Gms(ALASKA)28MM
17/10/2023,KATYAYANI AQUA,PET PREFORM,18.2,ALASKA,250,GMs(ALASKA)28MM
17/10/2023,KATYAYANI AQUA,PET PREFORM,12.6,ALASKA,125,12.6GMs(ALASKA)28mm
17/10/2023,SNEH FOODS & PACKAGING,PET BOTTLE SQ,8.55,ALASKA,10920,041
17/10/2023,SNEH FOODS & PACKAGING,PET BOTTLE ROUND,500,ALASKA,2850,
20/10/2023,SKM PET BLOWERS,PET PREFORM,18.2,ALASKA,250,GMs(ALASKA)28MM
20/10/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,125,12.6GMs(ALASKA)28mm
21/10/2023,SOHANI ENTERPRISES,PET PREFORM,18.2,ALASKA,375,GMs(ALASKA)28MM
21/10/2023,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,375,12.6GMs(ALASKA)28mm
21/10/2023,VINAYAK ENTERPRISES NEMAWAR,PET PREFORM,32,ALASKA,250,(ALASKA)28MM
23/10/2023,NOESIS BUSINESS,PET PREFORM,12.6,ALASKA,250,12.6GMs(ALASKA)28mm
23/10/2023,NOESIS BUSINESS,PET PREFORM,18.2,ALASKA,250,GMs(ALASKA)28MM
23/10/2023,HINDUSTAN BEVERAGES,PET PREFORM,18.2,ALASKA,150,GMs(ALASKA)28MM
23/10/2023,HINDUSTAN BEVERAGES,PET PREFORM,12.6,ALASKA,50,12.6GMs(ALASKA)28mm
23/10/2023,VINAYAK ENTERPRISES NEMAWAR,PET PREFORM,32,ALASKA,1000,(ALASKA)28MM
25/10/2023,LASSORT DESIGNS     DEWAS,PET BOTTLES,32,ALASKA,75,LIT
26/10/2023,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM PCO,17.8,PCO,400,GMs(ALASKA)28mm
27/10/2023,NOESIS BUSINESS,PET PREFORM,17.8,ALASKA,250,GMs(ALASKA)28mm
27/10/2023,NOESIS BUSINESS,PET PREFORM,12.6,ALASKA,250,12.6GMs(ALASKA)28mm
27/10/2023,NOESIS BUSINESS,PET PREFORM,8.45,ALASKA,250,8.45GMs(ALASKA)28MM
27/10/2023,WURZEL ENERGY BERVERAGES,PET BOTTLES,34,ALASKA,3344,
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.45,ALASKA,300,8.45GMs(ALASKA)28MM
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,400,12.6GMs(ALASKA)28mm
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.2,ALASKA,400,GMs(ALASKA)28MM
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.8,ALASKA,200,9.8Gms(ALASKA)28MM
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,400,(ALASKA)28MM
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,300,(AKASKA)28MM
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.45,ALASKA,200,8.45GMs(ALASKA)28MM
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,600,12.6GMs(ALASKA)28mm
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,18.2,ALASKA,500,GMs(ALASKA)28MM
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,400,(ALASKA)28MM
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,400,(AKASKA)28MM
27/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,,ALASKA,200,
27/10/2023,NOESIS BUSINESS,PET BOTTLE ROUND,500,ALASKA,7600,
27/10/2023,NOESIS BUSINESS,PET BOTTLE SQ,8.55,ALASKA,3120,041
27/10/2023,SKM PET BLOWERS,PET PREFORM,8.45,ALASKA,300,8.45GMs(ALASKA)28MM
27/10/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,75,12.6GMs(ALASKA)28mm
27/10/2023,SKM PET BLOWERS,PET PREFORM,17.8,ALASKA,125,GMs(ALASKA)28mm
27/10/2023,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM PCO,12.8,PCO,200 KG,GMS
28/10/2023,KATYAYANI AQUA,PET PREFORM,12.6,ALASKA,300,12.6GMs(ALASKA)28mm
28/10/2023,KATYAYANI AQUA,PET PREFORM,17.8,ALASKA,75,GMs(ALASKA)28mm
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.45,ALASKA,100,8.45GMs(ALASKA)28MM
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.8,ALASKA,100,9.8Gms(ALASKA)28MM
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,300,12.6GMs(ALASKA)28mm
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,17.8,ALASKA,800,GMs(ALASKA)28mm
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,400,(ALASKA)28MM
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,400,(AKASKA)28MM
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.45,ALASKA,300,8.45GMs(ALASKA)28MM
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,400,12.6GMs(ALASKA)28mm
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,17.8,ALASKA,900,GMs(ALASKA)28mm
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,13.6,ALASKA,100,13.6GMs(ALASKA)28MM
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,300,(AKASKA)28MM
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.8,ALASKA,100,9.8Gms(ALASKA)28MM
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.45,ALASKA,500,8.45GMs(ALASKA)28MM
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,500,12.6GMs(ALASKA)28mm
28/10/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,,ALASKA,23.28,
30/10/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,300,12.6GMs(ALASKA)28mm
01/11/2023,SNEH FOODS & PACKAGING,PET BOTTLE SQ,18,ALASKA,4050,
01/11/2023,NOESIS BUSINESS,PET PREFORM,18.2,ALASKA,375,GMs(ALASKA)28MM
01/11/2023,NOESIS BUSINESS,PET PREFORM,8.45,ALASKA,375,8.45GMs(ALASKA)28MM
01/11/2023,NOESIS BUSINESS,PET PREFORM,12.6,ALASKA,250,12.6GMs(ALASKA)28mm
01/11/2023,MASAR BEVERAGES,PET PREFORM,9.8,ALASKA,100,9.8Gms(ALASKA)28MM
01/11/2023,MASAR BEVERAGES,PET PREFORM,17.8,ALASKA,500,GMs(ALASKA)28mm
01/11/2023,MASAR BEVERAGES,PET PREFORM,32,ALASKA,400,(ALASKA)28MM
01/11/2023,MASAR BEVERAGES,PET PREFORM,34,ALASKA,100,(AKASKA)28MM
02/11/2023,SKM PET BLOWERS,PET PREFORM,18.2,ALASKA,375,GMs(ALASKA)28MM
02/11/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,9.8,ALASKA,125,9.8Gms(ALASKA)28MM
02/11/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,18.2,ALASKA,600,GMs(ALASKA)28MM
02/11/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,12.6,ALASKA,250,12.6GMs(ALASKA)28mm
02/11/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,17.8,ALASKA,25,GMs(ALASKA)28mm
02/11/2023,NOESIS BUSINESS,PET BOTTLE ROUND,500,ALASKA,11400,
02/11/2023,NOESIS BUSINESS,PET BOTTLE SQ,8.55,ALASKA,4680,041
03/11/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,8.45,ALASKA,400,8.45GMs(ALASKA)28MM
03/11/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,9.8,ALASKA,300,9.8Gms(ALASKA)28MM
03/11/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,12.6,ALASKA,1100,12.6GMs(ALASKA)28mm
03/11/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,17.8,ALASKA,900,GMs(ALASKA)28mm
03/11/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,32,ALASKA,700,(ALASKA)28MM
03/11/2023,PRK COMMODITIES PVT. LTD.,PET PREFORM,34,ALASKA,900,(AKASKA)28MM
03/11/2023,SOHANI ENTERPRISES,PET PREFORM,17.8,ALASKA,625,GMs(ALASKA)28mm
03/11/2023,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,125,12.6GMs(ALASKA)28mm
03/11/2023,VINAYAK ENTERPRISES NEMAWAR,PET PREFORM,32,ALASKA,250,(ALASKA)28MM
06/11/2023,HINDUSTAN BEVERAGES,PET PREFORM,18.2,ALASKA,175,GMs(ALASKA)28MM
06/11/2023,HINDUSTAN BEVERAGES,PET PREFORM,12.6,ALASKA,25,12.6GMs(ALASKA)28mm
06/11/2023,GUNVI GLOBAL PRIVATE,PET BOTTLES,32,ALASKA,8505,LIT
06/11/2023,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,17.8,ALASKA,400,GMs(ALASKA)28mm
06/11/2023,SAI SAMARTH FOOD PVT. LTD.,PET PREFORM,8.45,ALASKA,200,8.45GMs(ALASKA)28MM
08/11/2023,NILESH PLASTIC INDUSTRY,PET PREFORM,8.45,ALASKA,700,8.45GMs(ALASKA)28MM
08/11/2023,NILESH PLASTIC INDUSTRY,PET PREFORM,12.6,ALASKA,150,12.6GMs(ALASKA)28mm
08/11/2023,NILESH PLASTIC INDUSTRY,PET PREFORM,17.8,ALASKA,150,GMs(ALASKA)28mm
08/11/2023,MASAR BEVERAGES,PET PREFORM,8.45,ALASKA,500,8.45GMs(ALASKA)28MM
08/11/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,600,12.6GMs(ALASKA)28mm
08/11/2023,MASAR BEVERAGES,PET PREFORM,17.8,ALASKA,500,GMs(ALASKA)28mm
08/11/2023,MASAR BEVERAGES,PET PREFORM,34,ALASKA,400,(AKASKA)28MM
10/11/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,9.8,ALASKA,300,9.8Gms(ALASKA)28MM
10/11/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,12.6,ALASKA,600,12.6GMs(ALASKA)28mm
10/11/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,18.2,ALASKA,600,GMs(ALASKA)28MM
10/11/2023,NOESIS BUSINESS,PET BOTTLE ROUND,500,ALASKA,10450,
10/11/2023,NOESIS BUSINESS,PET PREFORM,12.6,ALASKA,250,12.6GMs(ALASKA)28mm
14/11/2023,MASAR BEVERAGES,PET PREFORM,8.45,ALASKA,400,8.45GMs(ALASKA)28MM
14/11/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,400,12.6GMs(ALASKA)28mm
14/11/2023,MASAR BEVERAGES,PET PREFORM,17.8,ALASKA,700,GMs(ALASKA)28mm
14/11/2023,MASAR BEVERAGES,PET PREFORM,32,ALASKA,300,(ALASKA)28MM
14/11/2023,MASAR BEVERAGES,PET PREFORM,34,ALASKA,400,(AKASKA)28MM
16/11/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,200,12.6GMs(ALASKA)28mm
16/11/2023,SKM PET BLOWERS,PET PREFORM,8.45,ALASKA,75,8.45GMs(ALASKA)28MM
16/11/2023,SKM PET BLOWERS,PET PREFORM,17.8,ALASKA,100,GMs(ALASKA)28mm
16/11/2023,SOHANI ENTERPRISES,PET PREFORM,17.8,ALASKA,625,GMs(ALASKA)28mm
16/11/2023,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,125,12.6GMs(ALASKA)28mm
16/11/2023,KATYAYANI AQUA,PET PREFORM,12.6,ALASKA,200,12.6GMs(ALASKA)28mm
16/11/2023,KATYAYANI AQUA,PET PREFORM,17.8,ALASKA,200,GMs(ALASKA)28mm
16/11/2023,NOESIS BUSINESS,PET BOTTLE ROUND,500,ALASKA,9500,
16/11/2023,NOESIS BUSINESS,PET PREFORM,8.45,ALASKA,1000,8.45GMs(ALASKA)28MM
16/11/2023,NOESIS BUSINESS,PET PREFORM,18.2,ALASKA,125,GMs(ALASKA)28MM
17/11/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,500,12.6GMs(ALASKA)28mm
17/11/2023,MASAR BEVERAGES,PET PREFORM,17.8,ALASKA,700,GMs(ALASKA)28mm
18/11/2023,SNEH FOODS & PACKAGING,PET BOTTLE SQ,8.55,ALASKA,7800,041
18/11/2023,SNEH FOODS & PACKAGING,PET BOTTLE ROUND,500,ALASKA,2850,
18/11/2023,SNEH FOODS & PACKAGING,PET BOTTLES,32,ALASKA,96,11
18/11/2023,SNEH FOODS & PACKAGING,PET BOTTLE SQ,18,ALASKA,720,
18/11/2023,NILESH PLASTIC INDUSTRY,PET PREFORM,8.45,ALASKA,1000,8.45GMs(ALASKA)28MM
19/11/2023,NARMADA ENERGY DRINKS,PET PREFORM,8.45,ALASKA,125,8.45GMs(ALASKA)28MM
20/11/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,17.8,ALASKA,500,GMs(ALASKA)28mm
20/11/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,100,12.6GMs(ALASKA)28mm
20/11/2023,SKM PET BLOWERS,PET PREFORM,8.45,ALASKA,125,8.45GMs(ALASKA)28MM
20/11/2023,SKM PET BLOWERS,PET PREFORM,17.8,ALASKA,25,GMs(ALASKA)28mm
20/11/2023,HINDUSTAN BEVERAGES,PET PREFORM,17.8,ALASKA,150,GMs(ALASKA)28mm
20/11/2023,HINDUSTAN BEVERAGES,PET PREFORM,12.6,ALASKA,50,12.6GMs(ALASKA)28mm
20/11/2023,MASAR BEVERAGES,PET PREFORM,8.45,ALASKA,600,8.45GMs(ALASKA)28MM
20/11/2023,MASAR BEVERAGES,PET PREFORM,9.8,ALASKA,200,9.8Gms(ALASKA)28MM
20/11/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,500,12.6GMs(ALASKA)28mm
20/11/2023,MASAR BEVERAGES,PET PREFORM,17.8,ALASKA,800,GMs(ALASKA)28mm
20/11/2023,MASAR BEVERAGES,PET PREFORM,32,ALASKA,500,(ALASKA)28MM
20/11/2023,MASAR BEVERAGES,PET PREFORM,34,ALASKA,600,(AKASKA)28MM
20/11/2023,VINAYAK ENTERPRISES NEMAWAR,PET PREFORM,32,ALASKA,1250,(ALASKA)28MM
20/11/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,17.8,ALASKA,100,GMs(ALASKA)28mm
22/11/2023,NOESIS BUSINESS,PET PREFORM,18.2,ALASKA,75,GMs(ALASKA)28MM
22/11/2023,NOESIS BUSINESS,PET PREFORM,17.8,ALASKA,125,GMs(ALASKA)28mm
22/11/2023,NOESIS BUSINESS,PET PREFORM,8.45,ALASKA,175,8.45GMs(ALASKA)28MM
22/11/2023,SAI SAMARTH BEVERAGES,PET PREFORM,17.8,ALASKA,200,GMs(ALASKA)28mm
22/11/2023,SAI SAMARTH BEVERAGES,PET PREFORM,8.45,ALASKA,200,8.45GMs(ALASKA)28MM
23/11/2023,GUNVI GLOBAL PRIVATE,PET BOTTLES,32,ALASKA,6300,LIT
23/11/2023,GUNVI GLOBAL PRIVATE,PET BOTTLE SQ,8.55,ALASKA,4992,041
23/11/2023,MASAR BEVERAGES,PET PREFORM,8.45,ALASKA,800,8.45GMs(ALASKA)28MM
23/11/2023,MASAR BEVERAGES,PET PREFORM,12.6,ALASKA,500,12.6GMs(ALASKA)28mm
23/11/2023,MASAR BEVERAGES,PET PREFORM,9.8,ALASKA,200,9.8Gms(ALASKA)28MM
23/11/2023,MASAR BEVERAGES,PET PREFORM,17.8,ALASKA,700,GMs(ALASKA)28mm
23/11/2023,MASAR BEVERAGES,PET PREFORM,32,ALASKA,300,(ALASKA)28MM
23/11/2023,MASAR BEVERAGES,PET PREFORM,34,ALASKA,600,(AKASKA)28MM
24/11/2023,SOHANI ENTERPRISES,PET PREFORM,8.45,ALASKA,125,8.45GMs(ALASKA)28MM
24/11/2023,SOHANI ENTERPRISES,PET PREFORM,12.6,ALASKA,250,12.6GMs(ALASKA)28mm
24/11/2023,SOHANI ENTERPRISES,PET PREFORM,17.8,ALASKA,375,GMs(ALASKA)28mm
24/11/2023,CITY LIKE FOODS & BEVERAGES,PET PREFORM,17.8,ALASKA,25,GMs(ALASKA)28mm
24/11/2023,CITY LIKE FOODS & BEVERAGES,PET PREFORM,8.45,ALASKA,25,8.45GMs(ALASKA)28MM
24/11/2023,CITY LIKE FOODS & BEVERAGES,PET PREFORM,12.6,ALASKA,25,12.6GMs(ALASKA)28mm
24/11/2023,CITY LIKE FOODS & BEVERAGES,PET PREFORM,32,ALASKA,250,(ALASKA)28MM
24/11/2023,SKM PET BLOWERS,PET PREFORM,17.8,ALASKA,125,GMs(ALASKA)28mm
24/11/2023,SKM PET BLOWERS,PET PREFORM,12.6,ALASKA,75,12.6GMs(ALASKA)28mm
24/11/2023,SKM PET BLOWERS,PET PREFORM,8.45,ALASKA,50,8.45GMs(ALASKA)28MM
24/11/2023,SIDDHIVINAYAK BEVERAGES,PET PREFORM,18.2,ALASKA,425,GMs(ALASKA)28MM
25/11/2023,SNEH FOODS & PACKAGING,PET BOTTLE SQ,8.55,ALASKA,13104,041
25/11/2023,SNEH FOODS & PACKAGING,PET BOTTLE SQ,18,ALASKA,720,
25/11/2023,KATYAYANI AQUA,PET PREFORM,17.8,ALASKA,200,GMs(ALASKA)28mm
